Raportul Cuvânt cheie pentru Rețeaua de căutare
Toată perioada
Starea cuvântului cheie	Cuvânt cheie	Tip de potrivire	Campanie	Grup de anunțuri	Stare	Motive pentru stare	Codul monedei	CPC max.	Adresa URL finală	Clicuri	Af.	CTR	CPC med.	Cost	Scorul de calitate	Valoarea CTR estimată	Experiența legată de pagina de destinație	Relevanța anunțurilor	Cotă afișări în Rețeaua de căutare	Procentaj de afișări în primele poziții în Rețeaua de căutare	IS - valoarea absolută superioară din Rețeaua de căutare	Procentaj de afișări pierdute în Rețeaua de căutare (poziție)	Procentaj de afișări cu potrivire exactă în Rețeaua de căutare	% afișări (în primele poziții)	% afișări (în prima poziție)	Rata de conv.	Valoarea conversiilor	Valoare conv./Cost	Conversii	Cost/Conversie	Valoarea inițială a conv.
Activat	[cf online]	Potrivire exactă	Extras CF - SEARCH CAMPAIGN	Extras de Carte Funciara	Neeligibil	campanie întreruptă	RON	 --		540	8.136	"6,64%"	"5,79"	"3123,98"	 --	 --	 --	 --	"28,88%"	"20,03%"	< 10%	"71,12%"	"28,88%"	"69,22%"	"3,20%"	"5,93%"	"3.120,59"	"1,00"	"32,02"	"97,57"	"3.120,41"
Activat	apostila certificat de nastere	Potrivire amplă	OTP - CERTIFICAT DE NASTERE	Grupul de anunțuri 1	Neeligibil	campanie întreruptă	RON	 --		19	111	"17,12%"	"3,71"	"70,52"	 --	 --	 --	 --	< 10%	< 10%	< 10%	"86,04%"	"10,34%"	"81,94%"	"36,11%"	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	extras carte funciara informare	Potrivire amplă	Extras CF - SEARCH CAMPAIGN	Extras de Carte Funciara	Neeligibil	campanie întreruptă	RON	 --		60	399	"15,04%"	"3,87"	"232,01"	 --	 --	 --	 --	"56,15%"	"44,12%"	< 10%	"43,27%"	"65,36%"	"77,49%"	"6,65%"	"8,33%"	"0,00"	"0,00"	"5,00"	"46,40"	"0,00"
Activat	[extras de carte funciară online]	Potrivire exactă	Extras CF - SEARCH CAMPAIGN	Extras de Carte Funciara	Neeligibil	campanie întreruptă	RON	 --		177	1.358	"13,03%"	"4,32"	"764,40"	 --	 --	 --	 --	"35,82%"	"30,51%"	< 10%	"64,18%"	"35,82%"	"84,89%"	"9,59%"	"7,03%"	"1.359,84"	"1,78"	"12,45"	"61,40"	"1.359,75"
Activat	[carte funciara]	Potrivire exactă	Extras CF - SEARCH CAMPAIGN	Extras de Carte Funciara	Neeligibil	campanie întreruptă	RON	 --		426	6.757	"6,30%"	"4,25"	"1808,92"	 --	 --	 --	 --	"26,30%"	"19,86%"	< 10%	"73,70%"	"26,30%"	"75,50%"	"5,33%"	"4,67%"	"2.125,51"	"1,18"	"19,90"	"90,90"	"2.125,39"
Activat	plan cadastral online	Potrivire amplă	Extras CF - SEARCH CAMPAIGN	Extras de Carte Funciara	Neeligibil	campanie întreruptă	RON	 --		77	1.121	"6,87%"	"2,16"	"166,31"	 --	 --	 --	 --	< 10%	< 10%	< 10%	> 90 %	< 10%	"70,64%"	"13,94%"	"4,51%"	"197,00"	"1,18"	"3,47"	"47,92"	"197,00"
Activat	cartea funciara	Potrivire amplă	Extras CF - SEARCH CAMPAIGN	Extras de Carte Funciara	Neeligibil	campanie întreruptă	RON	 --		5.551	67.782	"8,19%"	"1,55"	"8624,64"	 --	 --	 --	 --	< 10%	< 10%	< 10%	"88,18%"	"49,40%"	"75,14%"	"18,08%"	"2,63%"	"2.592,82"	"0,30"	"145,84"	"59,14"	"2.592,73"
Activat	certificat carte funciara	Potrivire amplă	Extras CF - SEARCH CAMPAIGN	Extras de Carte Funciara	Neeligibil	campanie întreruptă	RON	 --		119	719	"16,55%"	"4,21"	"500,63"	 --	 --	 --	 --	"42,88%"	"37,86%"	< 10%	"57,06%"	"77,59%"	"88,04%"	"8,90%"	"6,72%"	"260,63"	"0,52"	"8,00"	"62,58"	"260,63"
Activat	apostila certificat de nastere uk	Potrivire amplă	OTP - CERTIFICAT DE NASTERE	Grupul de anunțuri 1	Neeligibil	campanie întreruptă	RON	 --		1	1	"100,00%"	"7,46"	"7,46"	 --	 --	 --	 --	< 10%	< 10%	< 10%	> 90 %	< 10%	"100,00%"	"0,00%"	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	eliberarea certificatului de nastere	Potrivire amplă	OTP - CERTIFICAT DE NASTERE	Grupul de anunțuri 1	Neeligibil	campanie întreruptă	RON	 --		168	1.518	"11,07%"	"1,42"	"238,38"	 --	 --	 --	 --	< 10%	< 10%	< 10%	"86,41%"	"23,86%"	"75,85%"	"28,64%"	"0,60%"	"1,24"	"0,01"	"1,00"	"238,38"	"1,24"
Activat	acte necesare certificat nastere pierdut	Potrivire amplă	OTP - CERTIFICAT DE NASTERE	Grupul de anunțuri 1	Neeligibil	campanie întreruptă	RON	 --		2	20	"10,00%"	"0,36"	"0,71"	 --	 --	 --	 --	< 10%	< 10%	< 10%	> 90 %	< 10%	"71,43%"	"28,57%"	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	extras carte funciară	Potrivire amplă	Extras CF - SEARCH CAMPAIGN	Extras de Carte Funciara	Neeligibil	campanie întreruptă	RON	 --		101	695	"14,53%"	"3,35"	"338,32"	 --	 --	 --	 --	"42,33%"	"35,08%"	< 10%	"57,11%"	"52,94%"	"82,57%"	"6,20%"	"10,46%"	"109,02"	"0,32"	"10,57"	"32,02"	"109,02"
Activat	[copie plan cadastral]	Potrivire exactă	Extras CF - SEARCH CAMPAIGN	Extras de Carte Funciara	Neeligibil	campanie întreruptă	RON	 --		7	94	"7,45%"	"1,64"	"11,48"	 --	 --	 --	 --	"22,57%"	"12,66%"	< 10%	"76,94%"	"22,57%"	"54,84%"	"1,08%"	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	plan cadastral ortofotoplan	Potrivire amplă	Extras CF - SEARCH CAMPAIGN	Extras de Carte Funciara	Neeligibil	campanie întreruptă; calitate redusă	RON	 --		1	24	"4,17%"	"1,35"	"1,35"	 --	 --	 --	 --	< 10%	< 10%	< 10%	"89,60%"	< 10%	"58,33%"	"0,00%"	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	extras din planul cadastral	Potrivire amplă	Extras CF - SEARCH CAMPAIGN	Extras de Carte Funciara	Neeligibil	campanie întreruptă	RON	 --		0	0	 --	0	"0,00"	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	[verificare extras carte funciara]	Potrivire exactă	Extras CF - SEARCH CAMPAIGN	Extras de Carte Funciara	Neeligibil	campanie întreruptă	RON	 --		902	6.060	"14,88%"	"3,30"	"2974,47"	 --	 --	 --	 --	"28,93%"	"22,33%"	< 10%	"70,57%"	"28,93%"	"74,55%"	"8,36%"	"6,02%"	"4.074,87"	"1,37"	"54,26"	"54,82"	"4.074,67"
Activat	extrasul de carte funciară	Potrivire amplă	Extras CF - SEARCH CAMPAIGN	Extras de Carte Funciara	Neeligibil	campanie întreruptă	RON	 --		199	1.708	"11,65%"	"2,66"	"529,32"	 --	 --	 --	 --	"49,25%"	"40,29%"	< 10%	"49,38%"	"59,25%"	"81,48%"	"6,20%"	"2,01%"	"407,02"	"0,77"	"4,00"	"132,33"	"407,02"
Activat	certificat de nastere duplicat	Potrivire amplă	OTP - CERTIFICAT DE NASTERE	Grupul de anunțuri 1	Neeligibil	campanie întreruptă	RON	 --		22	190	"11,58%"	"1,56"	"34,43"	 --	 --	 --	 --	"10,50%"	< 10%	< 10%	"84,76%"	"27,86%"	"78,23%"	"40,32%"	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	extras cadastru	Potrivire amplă	Extras CF - SEARCH CAMPAIGN	Extras de Carte Funciara	Neeligibil	campanie întreruptă	RON	 --		84	953	"8,81%"	"2,33"	"195,87"	 --	 --	 --	 --	< 10%	< 10%	< 10%	"88,59%"	"50,22%"	"78,57%"	"21,77%"	"10,71%"	"9,00"	"0,05"	"9,00"	"21,76"	"9,00"
Activat	ancpi online	Potrivire amplă	Extras CF - SEARCH CAMPAIGN	Extras de Carte Funciara	Neeligibil	campanie întreruptă	RON	 --		5.319	60.871	"8,74%"	"2,04"	"10854,92"	 --	 --	 --	 --	"14,99%"	"12,97%"	< 10%	"82,02%"	"18,18%"	"86,29%"	"17,25%"	"6,45%"	"2.145,72"	"0,20"	"343,15"	"31,63"	"2.145,64"
Activat	carte funciara on line	Potrivire amplă	Extras CF - SEARCH CAMPAIGN	Extras de Carte Funciara	Neeligibil	campanie întreruptă	RON	 --		16	117	"13,68%"	"5,73"	"91,63"	 --	 --	 --	 --	"47,28%"	"38,49%"	< 10%	"52,30%"	"50,23%"	"81,08%"	"3,60%"	"12,50%"	"179,99"	"1,96"	"2,00"	"45,82"	"179,97"
Activat	certificat constatator	Potrivire amplă	OTP - CERTIFICAT DE NASTERE	Grupul de anunțuri 1	Neeligibil	campanie întreruptă	RON	 --		165	1.675	"9,85%"	"7,88"	"1300,57"	 --	 --	 --	 --	"13,96%"	"10,53%"	< 10%	"80,90%"	"12,96%"	"75,48%"	"33,19%"	"10,61%"	"2.481,45"	"1,91"	"17,51"	"74,26"	"2.481,45"
Activat	"""istoric certificat constatator"""	Potrivirea expresiei	Search-Constatator-Istoric-2026-08	Grupul de anunțuri 1	Neeligibil	campanie întreruptă	RON	 --		0	0	 --	0	"0,00"	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	"""certificat constatator cu istoric online"""	Potrivirea expresiei	Search-Constatator-Istoric-2026-08	Grupul de anunțuri 1	Neeligibil	campanie întreruptă; difuzare rară	RON	 --		0	0	 --	0	"0,00"	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	[certificat constatator istoric]	Potrivire exactă	Search-Constatator-Istoric-2026-08	Grupul de anunțuri 1	Neeligibil	campanie întreruptă	RON	 --		0	0	 --	0	"0,00"	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	"""raport istoric registrul comertului"""	Potrivirea expresiei	Search-Constatator-Istoric-2026-08	Grupul de anunțuri 1	Neeligibil	campanie întreruptă; difuzare rară	RON	 --		0	0	 --	0	"0,00"	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	[certificat constatator cu istoric]	Potrivire exactă	Search-Constatator-Istoric-2026-08	Grupul de anunțuri 1	Neeligibil	campanie întreruptă	RON	 --		0	0	 --	0	"0,00"	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	[istoric firma onrc]	Potrivire exactă	Search-Constatator-Istoric-2026-08	Grupul de anunțuri 1	Neeligibil	campanie întreruptă	RON	 --		0	0	 --	0	"0,00"	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	[raport istoric onrc]	Potrivire exactă	Search-Constatator-Istoric-2026-08	Grupul de anunțuri 1	Neeligibil	campanie întreruptă	RON	 --		0	0	 --	0	"0,00"	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	[certificat constatator firma]	Potrivire exactă	Search-Constatator-2026-08	Grupul de anunțuri 1	Neeligibil	campanie întreruptă	RON	 --		0	0	 --	0	"0,00"	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	[certificat constatator]	Potrivire exactă	Search-Constatator-2026-08	Grupul de anunțuri 1	Neeligibil	campanie întreruptă	RON	 --		0	0	 --	0	"0,00"	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	[certificat constatator online]	Potrivire exactă	Search-Constatator-2026-08	Grupul de anunțuri 1	Neeligibil	campanie întreruptă	RON	 --		0	0	 --	0	"0,00"	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	"""certificat constatator cui"""	Potrivirea expresiei	Search-Constatator-2026-08	Grupul de anunțuri 1	Neeligibil	campanie întreruptă	RON	 --		0	0	 --	0	"0,00"	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	"""certificat constatator pentru firma"""	Potrivirea expresiei	Search-Constatator-2026-08	Grupul de anunțuri 1	Neeligibil	campanie întreruptă; difuzare rară	RON	 --		0	0	 --	0	"0,00"	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	"""comanda certificat constatator"""	Potrivirea expresiei	Search-Constatator-2026-08	Grupul de anunțuri 1	Neeligibil	campanie întreruptă	RON	 --		0	0	 --	0	"0,00"	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	[certificat constatator onrc online]	Potrivire exactă	Search-Constatator-2026-08	Grupul de anunțuri 1	Neeligibil	campanie întreruptă	RON	 --		0	0	 --	0	"0,00"	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	[eliberare certificat constatator]	Potrivire exactă	Search-Constatator-2026-08	Grupul de anunțuri 1	Neeligibil	campanie întreruptă	RON	 --		0	0	 --	0	"0,00"	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	cazier romania	Potrivire amplă	SEARCH-NEW-2026	Grupul de anunțuri 1	Neeligibil	campanie întreruptă	RON	 --		468	2.793	"16,76%"	"2,56"	"1197,65"	 --	 --	 --	 --	"19,05%"	"16,11%"	< 10%	"25,99%"	"40,44%"	"84,56%"	"41,74%"	"2,56%"	"3.838,99"	"3,21"	"12,00"	"99,80"	"3.838,99"
Activat	cazier pentru strainatate	Potrivire amplă	SEARCH-NEW-2026	Grupul de anunțuri 1	Neeligibil	campanie întreruptă; difuzare rară	RON	 --		2	29	"6,90%"	"2,53"	"5,05"	 --	 --	 --	 --	"19,83%"	"15,52%"	< 10%	"41,38%"	"50,00%"	"78,26%"	"13,04%"	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	cazier rutier	Potrivire amplă	SEARCH-NEW-2026	Grupul de anunțuri 1	Neeligibil	campanie întreruptă	RON	 --		245	1.601	"15,30%"	"1,51"	"370,63"	 --	 --	 --	 --	< 10%	< 10%	< 10%	"52,53%"	"20,31%"	"68,62%"	"21,87%"	"1,22%"	"748,00"	"2,02"	"3,00"	"123,54"	"748,00"
Activat	cazier de acasa	Potrivire amplă	SEARCH-NEW-2026	Grupul de anunțuri 1	Neeligibil	campanie întreruptă; difuzare rară	RON	 --		0	0	 --	0	"0,00"	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	cazier fiscal	Potrivire amplă	SEARCH-NEW-2026	Grupul de anunțuri 1	Neeligibil	campanie întreruptă	RON	 --		1.317	10.146	"12,98%"	"3,57"	"4703,06"	 --	 --	 --	 --	"27,07%"	"19,47%"	"14,86%"	"40,41%"	"55,64%"	"71,92%"	"54,92%"	"2,20%"	"7.299,98"	"1,55"	"29,00"	"162,17"	"7.299,98"
Activat	cazier rapid	Potrivire amplă	SEARCH-NEW-2026	Grupul de anunțuri 1	Neeligibil	campanie întreruptă	RON	 --		22	152	"14,47%"	"1,66"	"36,45"	 --	 --	 --	 --	"21,60%"	"18,84%"	< 10%	"46,64%"	"50,00%"	"87,39%"	"27,73%"	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	eliberare cazier rapid	Potrivire amplă	SEARCH-NEW-2026	Grupul de anunțuri 1	Neeligibil	campanie întreruptă; difuzare rară	RON	 --		0	0	 --	0	"0,00"	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	apostila cazier	Potrivire amplă	SEARCH-NEW-2026	Grupul de anunțuri 1	Neeligibil	campanie întreruptă	RON	 --		4	23	"17,39%"	"5,61"	"22,45"	 --	 --	 --	 --	< 10%	< 10%	< 10%	"67,89%"	< 10%	"57,89%"	"31,58%"	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	cazier pentru angajare	Potrivire amplă	SEARCH-NEW-2026	Grupul de anunțuri 1	Neeligibil	campanie întreruptă	RON	 --		5.486	29.906	"18,34%"	"1,74"	"9541,96"	 --	 --	 --	 --	"27,26%"	"22,93%"	< 10%	"39,64%"	"26,47%"	"84,08%"	"32,86%"	"0,82%"	"14.363,67"	"1,51"	"45,00"	"212,04"	"14.363,67"
Activat	cazier urgent	Potrivire amplă	SEARCH-NEW-2026	Grupul de anunțuri 1	Neeligibil	campanie întreruptă	RON	 --		0	0	 --	0	"0,00"	 --	 --	 --	 --	< 10%	< 10%	< 10%	"0,00%"	 --	 --	 --	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	cazier apostilat	Potrivire amplă	SEARCH-NEW-2026	Grupul de anunțuri 1	Neeligibil	campanie întreruptă	RON	 --		2	5	"40,00%"	"11,82"	"23,63"	 --	 --	 --	 --	< 10%	< 10%	< 10%	"71,67%"	< 10%	"75,00%"	"50,00%"	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	cazier fara deplasare	Potrivire amplă	SEARCH-NEW-2026	Grupul de anunțuri 1	Neeligibil	campanie întreruptă; difuzare rară	RON	 --		0	0	 --	0	"0,00"	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	taxa cazier 2026	Potrivire amplă	SEARCH-NEW-2026	Grupul de anunțuri 1	Neeligibil	campanie întreruptă; difuzare rară	RON	 --		10	81	"12,35%"	"1,12"	"11,18"	 --	 --	 --	 --	"26,72%"	"25,00%"	< 10%	"36,64%"	 --	"93,55%"	"11,29%"	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	ghiseul ro cazier	Potrivire amplă	SEARCH-NEW-2026	Grupul de anunțuri 1	Neeligibil	campanie întreruptă	RON	 --		599	3.206	"18,68%"	"1,27"	"763,30"	 --	 --	 --	 --	< 10%	< 10%	< 10%	"61,58%"	"25,86%"	"60,25%"	"41,85%"	"0,50%"	"742,98"	"0,97"	"3,00"	"254,43"	"742,98"
Activat	cerere cazier online	Potrivire amplă	SEARCH-NEW-2026	Grupul de anunțuri 1	Neeligibil	campanie întreruptă	RON	 --		871	4.462	"19,52%"	"1,82"	"1583,44"	 --	 --	 --	 --	"33,67%"	"31,70%"	< 10%	"12,18%"	"37,65%"	"94,18%"	"16,92%"	"1,03%"	"2.899,00"	"1,83"	"9,00"	"175,94"	"2.899,00"
Activat	cazier pentru permis	Potrivire amplă	SEARCH-NEW-2026	Grupul de anunțuri 1	Neeligibil	campanie întreruptă	RON	 --		619	3.942	"15,70%"	"1,94"	"1202,12"	 --	 --	 --	 --	"28,01%"	"23,86%"	< 10%	"37,83%"	"21,90%"	"85,18%"	"28,81%"	"0,97%"	"1.724,00"	"1,43"	"6,00"	"200,35"	"1.724,00"
Activat	obtinere cazier rapid	Potrivire amplă	SEARCH-NEW-2026	Grupul de anunțuri 1	Neeligibil	campanie întreruptă; difuzare rară	RON	 --		0	0	 --	0	"0,00"	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	document cazier	Potrivire amplă	SEARCH-NEW-2026	Grupul de anunțuri 1	Neeligibil	campanie întreruptă; difuzare rară	RON	 --		16	119	"13,45%"	"2,72"	"43,60"	 --	 --	 --	 --	"25,00%"	"18,90%"	"12,20%"	"43,90%"	< 10%	"75,61%"	"48,78%"	"12,50%"	"39.650,00"	"909,46"	"2,00"	"21,80"	"39.650,00"
Activat	cazier pentru firma	Potrivire amplă	SEARCH-NEW-2026	Grupul de anunțuri 1	Neeligibil	campanie întreruptă	RON	 --		132	929	"14,21%"	"4,84"	"638,27"	 --	 --	 --	 --	"49,43%"	"44,79%"	"15,41%"	"25,55%"	"77,60%"	"90,67%"	"31,19%"	"4,17%"	"2.025,00"	"3,17"	"5,50"	"116,05"	"2.025,00"
Activat	traducere cazier	Potrivire amplă	SEARCH-NEW-2026	Grupul de anunțuri 1	Neeligibil	campanie întreruptă	RON	 --		5	35	"14,29%"	"1,41"	"7,03"	 --	 --	 --	 --	"12,45%"	"11,20%"	< 10%	"24,10%"	< 10%	"90,32%"	"16,13%"	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	pret cazier 2026	Potrivire amplă	SEARCH-NEW-2026	Grupul de anunțuri 1	Neeligibil	campanie întreruptă; difuzare rară	RON	 --		0	0	 --	0	"0,00"	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	 --	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	certificat cazier	Potrivire amplă	SEARCH-NEW-2026	Grupul de anunțuri 1	Neeligibil	campanie întreruptă	RON	 --		1.143	8.877	"12,88%"	"2,26"	"2582,71"	 --	 --	 --	 --	"18,92%"	"15,37%"	< 10%	"40,12%"	"41,59%"	"81,22%"	"31,58%"	"1,09%"	"3.229,43"	"1,25"	"12,50"	"206,62"	"3.229,43"
Activat	extras cazier	Potrivire amplă	SEARCH-NEW-2026	Grupul de anunțuri 1	Neeligibil	campanie întreruptă	RON	 --		15	69	"21,74%"	"2,59"	"38,92"	 --	 --	 --	 --	"16,38%"	"14,33%"	< 10%	"54,89%"	"50,00%"	"87,72%"	"45,61%"	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	cazier fiscal firma online	Potrivire amplă	OTP - CAZIER FISCAL	OTP - CAZIER FISCAL	Neeligibil	campanie întreruptă	RON	 --		191	634	"30,13%"	"2,28"	"435,18"	 --	 --	 --	 --	"21,75%"	"17,49%"	"10,66%"	"78,25%"	"92,66%"	"76,98%"	"46,96%"	"0,78%"	"354,17"	"0,81"	"1,48"	"293,38"	"354,17"
Activat	obtinere cazier fiscal online	Potrivire amplă	OTP - CAZIER FISCAL	OTP - CAZIER FISCAL	Neeligibil	campanie întreruptă	RON	 --		645	2.614	"24,67%"	"1,50"	"964,48"	 --	 --	 --	 --	"21,75%"	"15,44%"	"10,78%"	"78,25%"	"78,76%"	"69,57%"	"48,84%"	"2,49%"	"2.784,33"	"2,89"	"16,04"	"60,12"	"2.784,27"
Activat	cazier fiscal anaf online	Potrivire amplă	OTP - CAZIER FISCAL	OTP - CAZIER FISCAL	Neeligibil	campanie întreruptă	RON	 --		1.556	4.421	"35,20%"	"1,55"	"2415,10"	 --	 --	 --	 --	"67,89%"	"53,03%"	"43,59%"	"32,11%"	"83,13%"	"75,19%"	"62,00%"	"4,37%"	"10.264,38"	"4,25"	"67,94"	"35,55"	"10.264,27"
Activat	eliberare cazier fiscal online persoane fizice	Potrivire amplă	OTP - CAZIER FISCAL	OTP - CAZIER FISCAL	Neeligibil	campanie întreruptă	RON	 --		686	3.853	"17,80%"	"1,23"	"846,76"	 --	 --	 --	 --	"37,61%"	"19,84%"	"11,53%"	"62,39%"	"55,23%"	"51,70%"	"30,11%"	"2,20%"	"932,32"	"1,10"	"15,07"	"56,18"	"932,30"
Activat	cazier fiscal persoane fizice online	Potrivire amplă	OTP - CAZIER FISCAL	OTP - CAZIER FISCAL	Neeligibil	campanie întreruptă	RON	 --		140	642	"21,81%"	"1,58"	"221,62"	 --	 --	 --	 --	"18,17%"	< 10%	< 10%	"81,83%"	"80,00%"	"43,84%"	"32,36%"	"7,86%"	"1.500,44"	"6,77"	"11,00"	"20,14"	"1.500,42"
Activat	solicitare cazier fiscal online	Potrivire amplă	OTP - CAZIER FISCAL	OTP - CAZIER FISCAL	Neeligibil	campanie întreruptă	RON	 --		167	738	"22,63%"	"1,26"	"210,60"	 --	 --	 --	 --	"25,43%"	"14,63%"	< 10%	"74,57%"	"79,22%"	"57,07%"	"35,93%"	"5,29%"	"708,55"	"3,36"	"8,83"	"23,85"	"708,53"
Activat	cazier financiar	Potrivire amplă	OTP - CAZIER FISCAL	OTP - CAZIER FISCAL	Neeligibil	campanie întreruptă	RON	 --		1.228	5.761	"21,32%"	"1,17"	"1430,66"	 --	 --	 --	 --	"10,23%"	< 10%	< 10%	"89,77%"	"58,45%"	"73,70%"	"21,28%"	"1,82%"	"3.221,22"	"2,25"	"22,33"	"64,07"	"3.221,19"
Activat	certificat de cazier fiscal online	Potrivire amplă	OTP - CAZIER FISCAL	OTP - CAZIER FISCAL	Neeligibil	campanie întreruptă	RON	 --		798	3.982	"20,04%"	"1,75"	"1399,25"	 --	 --	 --	 --	"17,52%"	< 10%	< 10%	"82,48%"	"87,08%"	"52,49%"	"39,42%"	"4,45%"	"4.578,46"	"3,27"	"35,47"	"39,45"	"4.578,36"
Activat	cazierul fiscal se poate obtine online	Potrivire amplă	OTP - CAZIER FISCAL	OTP - CAZIER FISCAL	Neeligibil	campanie întreruptă	RON	 --		27	130	"20,77%"	"1,10"	"29,65"	 --	 --	 --	 --	"30,03%"	"18,66%"	"13,12%"	"69,97%"	"60,38%"	"60,38%"	"42,45%"	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	certificat cazier fiscal online	Potrivire amplă	OTP - CAZIER FISCAL	OTP - CAZIER FISCAL	Neeligibil	campanie întreruptă	RON	 --		468	1.856	"25,22%"	"1,60"	"747,58"	 --	 --	 --	 --	"33,28%"	"19,52%"	"13,98%"	"66,72%"	"85,14%"	"57,56%"	"41,26%"	"5,66%"	"3.868,49"	"5,17"	"26,51"	"28,20"	"3.868,45"
Activat	eliberare cazier fiscal online anaf	Potrivire amplă	OTP - CAZIER FISCAL	OTP - CAZIER FISCAL	Neeligibil	campanie întreruptă	RON	 --		8	44	"18,18%"	"1,48"	"11,84"	 --	 --	 --	 --	"19,23%"	< 10%	< 10%	"80,77%"	"45,83%"	"35,00%"	"32,50%"	"0,00%"	"0,00"	"0,00"	"0,00"	"0,00"	"0,00"
Activat	cazier fiscal online anaf	Potrivire amplă	OTP - CAZIER FISCAL	OTP - CAZIER FISCAL	Neeligibil	campanie întreruptă	RON	 --		407	1.507	"27,01%"	"1,82"	"742,66"	 --	 --	 --	 --	"53,51%"	"40,99%"	"30,17%"	"46,49%"	"74,63%"	"73,32%"	"54,22%"	"3,07%"	"1.793,69"	"2,42"	"12,48"	"59,52"	"1.793,65"
