path,tip,status,indexability,indexability_status,word_count,sentence_count,avg_words_sentence,flesch,text_ratio,size_bytes,crawl_depth,folder_depth,inlinks,unique_inlinks,outlinks,unique_outlinks,external_outlinks,title_len,title_px,metadesc_len,metadesc_px,h1_len,canonical_self,meta_robots,response_time,gsc_clicuri_3luni,gsc_expuneri_3luni
/servicii/cazier-judiciar-online/sibiu/,locatie-cazier,200,Non-Indexable,noindex,1401,222,6.311,35.758,3.571,330872,2,3,49,49,142,103,7,67,584,158,924,57,da,"noindex, follow",0.423,0,0
/servicii/cazier-judiciar-online/slatina/,locatie-cazier,200,Non-Indexable,noindex,1405,235,5.979,37.769,3.57,332255,2,3,49,49,142,103,7,67,584,158,925,59,da,"noindex, follow",0.474,0,0
/servicii/cazier-judiciar-online/slobozia/,locatie-cazier,200,Non-Indexable,noindex,1384,210,6.59,29.112,3.607,327576,2,3,49,49,142,103,7,73,645,164,968,60,da,"noindex, follow",0.403,0,0
/servicii/cazier-judiciar-online/suceava/,locatie-cazier,200,Non-Indexable,noindex,1412,230,6.139,35.478,3.586,332631,2,3,49,49,142,103,7,71,648,162,970,59,da,"noindex, follow",0.388,0,0
/servicii/cazier-judiciar-online/targoviste/,locatie-cazier,200,Non-Indexable,noindex,1405,234,6.004,37.201,3.6,332988,2,3,49,49,142,103,7,76,688,167,998,62,da,"noindex, follow",0.42,0,0
/servicii/cazier-judiciar-online/targu-jiu/,locatie-cazier,200,Non-Indexable,noindex,1427,240,5.946,41.204,3.593,332722,2,3,49,49,142,103,7,70,617,161,949,61,da,"noindex, follow",0.4,0,0
/servicii/cazier-judiciar-online/targu-mures/,locatie-cazier,200,Non-Indexable,noindex,1427,233,6.124,39.126,3.593,333123,2,3,49,49,142,103,7,73,665,164,982,63,da,"noindex, follow",0.418,0,0
/servicii/cazier-judiciar-online/timisoara/,locatie-cazier,200,Indexable,,1421,230,6.178,35.234,3.62,332047,2,3,49,49,142,103,7,71,636,162,959,61,da,"index, follow",0.057,9,697
/servicii/cazier-judiciar-online/tulcea/,locatie-cazier,200,Non-Indexable,noindex,1412,232,6.086,38.647,3.58,332303,2,3,49,49,142,103,7,69,616,160,946,58,da,"noindex, follow",0.401,0,0
/servicii/cazier-judiciar-online/turda/,locatie-cazier,200,Non-Indexable,noindex,1330,198,6.717,35.206,3.535,320843,2,3,49,49,142,103,5,66,582,157,924,57,da,"noindex, follow",0.482,0,0
/servicii/cazier-judiciar-online/vaslui/,locatie-cazier,200,Non-Indexable,noindex,1401,234,5.987,38.623,3.554,332798,2,3,49,49,142,103,7,69,606,160,940,58,da,"noindex, follow",0.458,0,0
/servicii/cazier-judiciar-online/zalau/,locatie-cazier,200,Non-Indexable,noindex,1402,232,6.043,38.984,3.552,332354,2,3,49,49,142,103,7,67,590,158,929,57,da,"noindex, follow",0.394,0,0
/servicii/certificat-constatator-online/,serviciu,200,Indexable,,3249,607,5.353,44.466,3.848,611884,1,2,1933,232,94,61,8,76,684,179,1093,63,da,"index, follow",0.227,78,11001
/servicii/certificat-de-integritate-comportamentala/,serviciu,200,Indexable,,2633,513,5.133,35.96,3.635,553196,1,2,526,232,88,56,7,64,576,149,891,48,da,"index, follow",0.128,0,1
/servicii/certificat-detineri-imobile/,serviciu,200,Indexable,,2403,455,5.281,41.463,3.568,520971,2,2,4,4,90,55,7,71,627,263,1611,39,da,"index, follow",0.129,2,197
/servicii/certificat-sarcini/,serviciu,200,Indexable,,2274,436,5.216,41.382,3.446,516733,1,2,241,232,91,54,7,75,636,216,1236,38,da,"index, follow",0.095,19,640
/servicii/certificat-urbanism-informare/,serviciu,200,Indexable,,2300,437,5.263,51.641,3.391,499615,1,2,244,232,87,54,7,75,662,168,1012,29,da,"index, follow",0.065,11,425
/servicii/copie-arhiva-ocpi/,serviciu,200,Indexable,,2319,445,5.211,41.247,3.502,517419,2,2,3,3,90,57,7,73,664,252,1475,33,da,"index, follow",0.12,3,115
/servicii/copie-carte-funciara/,serviciu,200,Indexable,,2303,451,5.106,41.856,3.398,526289,1,2,249,232,94,56,7,72,645,216,1234,43,da,"index, follow",0.124,41,994
/servicii/copie-contract-vanzare/,serviciu,200,Indexable,,2223,431,5.158,42.409,3.408,513479,2,2,3,3,90,57,7,62,578,251,1507,32,da,"index, follow",0.05,2,97
/servicii/copie-intabulare/,serviciu,200,Indexable,,2278,435,5.237,47.286,3.363,520762,2,2,3,3,92,55,7,64,567,183,1070,36,da,"index, follow",0.06,2,58
/servicii/copie-inventar-coordonate/,serviciu,200,Indexable,,2274,437,5.204,45.635,3.414,517161,2,2,5,4,91,55,7,52,472,206,1240,38,da,"index, follow",0.046,3,68
/servicii/copie-plan-cadastral/,serviciu,200,Indexable,,2196,444,4.946,41.36,3.332,518993,2,2,10,8,94,57,7,58,524,218,1304,36,da,"index, follow",0.151,2,36
/servicii/copie-plan-incadrare/,serviciu,200,Indexable,,2172,428,5.075,48.025,3.284,515119,2,2,5,5,91,55,7,61,543,213,1284,31,da,"index, follow",0.108,0,59
/servicii/copie-releveu/,serviciu,200,Indexable,,2201,437,5.037,40.018,3.365,515597,2,2,10,6,91,57,7,64,597,216,1294,43,da,"index, follow",0.155,4,143
/servicii/eliberare-certificat-de-casatorie/,serviciu,200,Indexable,,2748,517,5.315,43.908,3.709,551260,1,2,493,232,91,57,8,75,644,155,907,30,da,"index, follow",0.044,341,13255
/servicii/eliberare-certificat-de-celibat/,serviciu,200,Indexable,,2494,466,5.352,46.45,3.466,532783,1,2,489,232,87,54,7,79,686,177,1029,28,da,"index, follow",0.184,488,8869
/servicii/eliberare-certificat-de-nastere/,serviciu,200,Indexable,,3047,546,5.581,43.132,3.951,562427,1,2,515,232,95,59,8,73,629,153,896,58,da,"index, follow",0.063,1714,51634
/servicii/extras-cf-colectiv/,serviciu,200,Indexable,,2287,439,5.21,41.262,3.502,518009,2,2,5,5,90,56,7,68,605,215,1303,34,da,"index, follow",0.047,2,39
/servicii/extras-de-carte-funciara/,serviciu,200,Indexable,,3801,693,5.485,47.27,3.975,690358,1,2,685,232,140,101,8,70,628,178,1098,31,da,"index, follow",0.058,1549,63715
/servicii/extras-de-carte-funciara/alba/,locatie-cf,200,Indexable,,786,155,5.071,47.019,3.021,255510,2,3,14,14,101,67,6,78,709,156,932,35,da,"index, follow",0.074,2,39
/servicii/extras-de-carte-funciara/arad/,locatie-cf,200,Indexable,,786,154,5.104,46.985,3.024,255545,2,3,14,14,101,67,6,78,711,156,936,35,da,"index, follow",0.067,5,108
/servicii/extras-de-carte-funciara/arges/,locatie-cf,200,Indexable,,968,181,5.348,45.928,3.228,276417,2,3,14,14,101,67,6,79,721,158,948,36,da,"index, follow",0.135,0,0
/servicii/extras-de-carte-funciara/bacau/,locatie-cf,200,Indexable,,775,142,5.458,46.723,3.007,254377,2,3,14,14,101,67,6,79,724,158,956,36,da,"index, follow",0.04,0,0
/servicii/extras-de-carte-funciara/bihor/,locatie-cf,200,Indexable,,978,171,5.719,46.016,3.249,275254,2,3,14,14,101,67,6,79,715,158,942,36,da,"index, follow",0.06,0,0
/servicii/extras-de-carte-funciara/bistrita-nasaud/,locatie-cf,200,Indexable,,776,145,5.352,42.451,3.079,255529,2,3,14,14,101,67,6,89,807,178,1072,46,da,"index, follow",0.369,2,126
/servicii/extras-de-carte-funciara/botosani/,locatie-cf,200,Indexable,,773,143,5.406,41.889,3.024,254592,2,3,14,14,101,67,6,82,747,164,988,39,da,"index, follow",0.114,0,27
/servicii/extras-de-carte-funciara/braila/,locatie-cf,200,Indexable,,773,142,5.444,46.885,3.008,254390,2,3,14,14,101,67,6,80,720,160,948,37,da,"index, follow",0.057,9,277
/servicii/extras-de-carte-funciara/brasov/,locatie-cf,200,Indexable,,1002,187,5.358,46.803,3.312,277181,2,3,14,14,101,67,6,80,730,160,964,37,da,"index, follow",0.072,15,799
/servicii/extras-de-carte-funciara/bucuresti/,locatie-cf,200,Indexable,,973,183,5.317,41.542,3.304,274030,2,3,14,14,101,67,6,83,753,166,994,40,da,"index, follow",0.112,24,690
/servicii/extras-de-carte-funciara/buzau/,locatie-cf,200,Indexable,,784,153,5.124,46.894,3.025,255670,2,3,14,14,101,67,6,79,724,158,956,36,da,"index, follow",0.048,1,38
/servicii/extras-de-carte-funciara/calarasi/,locatie-cf,200,Indexable,,783,152,5.151,46.236,3.045,256098,2,3,14,14,101,67,6,82,742,164,978,39,da,"index, follow",0.098,0,22
/servicii/extras-de-carte-funciara/caras-severin/,locatie-cf,200,Indexable,,785,156,5.032,40.179,3.084,256405,2,3,14,14,101,67,6,87,794,174,1048,44,da,"index, follow",0.06,0,15
/servicii/extras-de-carte-funciara/cluj/,locatie-cf,200,Indexable,,986,178,5.539,47.714,3.25,276259,2,3,14,14,101,67,6,78,703,156,922,35,da,"index, follow",0.056,6,502
/servicii/extras-de-carte-funciara/constanta/,locatie-cf,200,Indexable,,996,187,5.326,41.912,3.329,277401,2,3,14,14,101,67,6,83,761,166,1008,40,da,"index, follow",0.044,3,152
/servicii/extras-de-carte-funciara/covasna/,locatie-cf,200,Indexable,,787,156,5.045,45.092,3.044,255784,2,3,14,14,101,67,6,81,746,162,986,38,da,"index, follow",0.044,1,22
/servicii/extras-de-carte-funciara/dambovita/,locatie-cf,200,Indexable,,786,156,5.038,44.468,3.059,256122,2,3,14,14,101,67,6,83,766,166,1012,40,da,"index, follow",0.059,0,55
/servicii/extras-de-carte-funciara/dolj/,locatie-cf,200,Indexable,,971,187,5.193,49.703,3.219,276188,2,3,14,14,101,67,6,78,703,156,922,35,da,"index, follow",0.117,4,129
/servicii/extras-de-carte-funciara/galati/,locatie-cf,200,Indexable,,980,184,5.326,44.142,3.252,276331,2,3,14,14,101,67,6,80,722,160,950,37,da,"index, follow",0.038,0,0
/servicii/extras-de-carte-funciara/giurgiu/,locatie-cf,200,Indexable,,780,150,5.2,47.325,3.018,255598,2,3,14,14,101,67,6,81,733,162,966,38,da,"index, follow",0.104,2,60
/servicii/extras-de-carte-funciara/gorj/,locatie-cf,200,Indexable,,774,143,5.413,49.302,2.991,254079,2,3,14,14,101,67,6,78,706,156,928,35,da,"index, follow",0.044,0,0
/servicii/extras-de-carte-funciara/harghita/,locatie-cf,200,Indexable,,775,144,5.382,44.508,3.025,254484,2,3,14,14,101,67,6,82,746,164,986,39,da,"index, follow",0.044,0,13
/servicii/extras-de-carte-funciara/hunedoara/,locatie-cf,200,Indexable,,778,149,5.221,42.122,3.029,255762,2,3,14,14,101,67,6,83,767,166,1016,40,da,"index, follow",0.087,0,0
/servicii/extras-de-carte-funciara/ialomita/,locatie-cf,200,Indexable,,779,150,5.193,40.617,3.023,255749,2,3,14,14,101,67,6,82,742,164,978,39,da,"index, follow",0.054,0,0
/servicii/extras-de-carte-funciara/iasi/,locatie-cf,200,Indexable,,993,185,5.368,45.733,3.245,276495,2,3,14,14,101,67,6,78,700,156,920,35,da,"index, follow",0.138,1,100
/servicii/extras-de-carte-funciara/ilfov/,locatie-cf,200,Indexable,,960,170,5.647,44.064,3.225,275016,2,3,14,14,101,67,6,79,707,158,930,36,da,"index, follow",0.22,5,77
/servicii/extras-de-carte-funciara/maramures/,locatie-cf,200,Indexable,,775,144,5.382,42.761,3.029,254633,2,3,14,14,101,67,6,83,772,166,1020,40,da,"index, follow",0.057,3,40
/servicii/extras-de-carte-funciara/mehedinti/,locatie-cf,200,Indexable,,781,150,5.207,42.533,3.039,255890,2,3,14,14,101,67,6,83,758,166,998,40,da,"index, follow",0.057,0,17
/servicii/extras-de-carte-funciara/mures/,locatie-cf,200,Indexable,,987,182,5.423,47.988,3.258,276638,2,3,14,14,101,67,6,79,725,158,954,36,da,"index, follow",0.055,0,83
/servicii/extras-de-carte-funciara/neamt/,locatie-cf,200,Indexable,,776,142,5.465,49.859,3.001,254257,2,3,14,14,101,67,6,79,730,158,960,36,da,"index, follow",0.057,2,23
/servicii/extras-de-carte-funciara/olt/,locatie-cf,200,Indexable,,780,150,5.2,49.819,2.992,255212,2,3,14,14,101,67,6,77,695,154,912,34,da,"index, follow",0.044,1,22
/servicii/extras-de-carte-funciara/prahova/,locatie-cf,200,Indexable,,955,172,5.552,45.11,3.215,275127,2,3,14,14,101,67,6,81,743,162,982,38,da,"index, follow",0.045,1,47
/servicii/extras-de-carte-funciara/salaj/,locatie-cf,200,Indexable,,780,147,5.306,49.495,3.003,255485,2,3,14,14,101,67,6,79,713,158,936,36,da,"index, follow",0.236,1,44
/servicii/extras-de-carte-funciara/satu-mare/,locatie-cf,200,Indexable,,801,150,5.34,47.952,3.036,255795,2,3,14,14,101,67,6,83,761,166,1004,40,da,"index, follow",0.052,9,274
/servicii/extras-de-carte-funciara/sibiu/,locatie-cf,200,Indexable,,993,182,5.456,47.262,3.274,276520,2,3,14,14,101,67,6,79,713,158,936,36,da,"index, follow",0.157,2,130
/servicii/extras-de-carte-funciara/suceava/,locatie-cf,200,Indexable,,987,186,5.306,43.735,3.284,276627,2,3,14,14,101,67,6,81,745,162,982,38,da,"index, follow",0.059,2,18
/servicii/extras-de-carte-funciara/teleorman/,locatie-cf,200,Indexable,,772,144,5.361,44.357,3.028,254555,2,3,14,14,101,67,6,83,766,166,1008,40,da,"index, follow",0.297,0,0
/servicii/extras-de-carte-funciara/timis/,locatie-cf,200,Indexable,,981,172,5.703,44.868,3.263,275498,2,3,14,14,101,67,6,79,719,158,942,36,da,"index, follow",0.045,0,84
/servicii/extras-de-carte-funciara/tulcea/,locatie-cf,200,Indexable,,774,143,5.413,47.006,3.01,254302,2,3,14,14,101,67,6,80,729,160,958,37,da,"index, follow",0.048,6,97
/servicii/extras-de-carte-funciara/valcea/,locatie-cf,200,Indexable,,779,149,5.228,49.053,3.014,255623,2,3,14,14,101,67,6,80,730,160,960,37,da,"index, follow",0.055,3,96
/servicii/extras-de-carte-funciara/vaslui/,locatie-cf,200,Indexable,,773,143,5.406,47.033,3.007,254292,2,3,14,14,101,67,6,80,724,160,952,37,da,"index, follow",0.062,0,0
/servicii/extras-de-carte-funciara/vrancea/,locatie-cf,200,Indexable,,785,156,5.032,47.4,3.038,255760,2,3,14,14,101,67,6,81,743,162,980,38,da,"index, follow",0.068,1,27
/servicii/extras-multilingv-certificat-casatorie/,serviciu,200,Indexable,,2528,467,5.413,46.33,3.609,528105,1,2,469,232,91,56,7,88,777,179,1088,53,da,"index, follow",0.1,56,2431
/servicii/extras-multilingv-certificat-nastere/,serviciu,200,Indexable,,2522,467,5.4,46.242,3.588,527676,1,2,478,232,91,56,7,86,762,177,1077,51,da,"index, follow",0.098,481,11317
/servicii/extras-plan-cadastral/,serviciu,200,Indexable,,2163,432,5.007,41.236,3.256,527534,1,2,479,232,95,58,7,60,543,190,1169,40,da,"index, follow",0.057,137,4142
/servicii/identificare-imobil/,serviciu,200,Indexable,,2235,439,5.091,46.132,3.285,530149,1,2,326,232,92,56,7,68,615,147,891,31,da,"index, follow",0.176,181,4458
/servicii/identificare-imobile-proprietar/,serviciu,200,Indexable,,2306,442,5.217,41.805,3.466,521213,1,2,236,232,90,55,7,68,587,192,1138,36,da,"index, follow",0.051,114,1924
/servicii/plan-amplasament-delimitare/,serviciu,200,Indexable,,2254,438,5.146,40.707,3.366,526720,1,2,244,232,92,56,7,69,634,253,1521,39,da,"index, follow",0.149,41,2037
/servicii/rovinieta-online/,serviciu,200,Indexable,,746,119,6.269,61.098,3.75,199708,1,2,471,232,83,53,4,69,622,177,1041,55,da,"index, follow",0.322,39,7575
/sms-fals-amenda-ghiseul-ro/,articol,200,Indexable,,1030,192,5.365,53.627,4.692,197350,2,1,2,2,87,54,8,97,857,232,1380,83,da,"index, follow",0.053,57,2798
/suspendare-activitate-firma-ghid/,articol,200,Indexable,,750,124,6.048,41.648,4.155,182514,1,1,8,7,88,57,4,90,775,168,1026,76,da,"index, follow",0.059,0,0
/tabel-varsta-pensionare-anticipata-femei/,articol,200,Indexable,,2560,411,6.229,100.0,6.242,297232,2,1,3,3,87,55,4,67,600,200,1192,53,da,"index, follow",0.11,5444,153641
/taxa-cazier-judiciar/,articol,200,Indexable,,872,141,6.184,51.926,4.43,182779,2,1,6,4,85,54,4,78,651,162,898,64,da,"index, follow",0.149,702,62896
/termeni-si-conditii/,legal,200,Indexable,,1760,318,5.535,29.085,9.097,167675,1,1,234,232,85,53,9,33,284,182,1091,19,da,"index, follow",0.092,6,368
/tools/,hub,200,Indexable,,166,32,5.188,41.543,2.545,145650,2,1,2,2,84,54,4,55,492,150,881,27,da,"index, follow",0.113,1,52
/tools/verificare-rovinieta-online/,tool,200,Indexable,,920,152,6.053,47.4,4.292,200413,1,2,239,232,88,54,4,63,562,168,988,27,da,"index, follow",0.137,32589,705383
/totul-despre-cartea-funciara-colectiva/,articol,200,Indexable,,1013,168,6.03,51.558,4.84,188869,2,1,4,4,87,56,4,82,700,191,1106,68,da,"index, follow",0.116,67,6909
/transcriere-certificat-de-casatorie/,articol,200,Indexable,,736,112,6.571,53.954,4.138,180826,2,1,10,9,85,54,4,79,693,143,842,65,da,"index, follow",0.04,0,0
/transcriere-certificat-de-nastere/,articol,200,Indexable,,1321,188,7.027,46.834,5.882,195691,2,1,4,4,88,56,4,77,678,174,1035,63,da,"index, follow",0.102,3,97
/tva-9-locuinte-31-iulie-2026/,articol,200,Indexable,,2300,368,6.25,68.773,6.891,244195,2,1,8,6,89,56,5,73,674,293,1782,95,da,"index, follow",0.06,368,18852
/valabilitate-certificat-de-celibat/,articol,200,Indexable,,1710,230,7.435,57.25,6.469,203831,2,1,2,2,90,55,4,94,792,173,967,80,da,"index, follow",0.096,6,92
/valabilitate-extras-de-carte-funciara/,articol,200,Indexable,,804,123,6.537,37.945,4.32,186064,2,1,4,4,86,54,4,69,593,176,1029,55,da,"index, follow",0.045,374,9676
/verificare-cazier-fiscal/,articol,200,Indexable,,1924,288,6.681,45.892,6.779,220673,2,1,2,2,89,55,4,74,601,261,1541,99,da,"index, follow",0.139,14,503
/verificare-proprietar-imobil/,articol,200,Indexable,,1405,215,6.535,48.765,5.718,203602,2,1,3,3,92,59,4,75,656,206,1215,61,da,"index, follow",0.106,2492,55481
